tweet_id,createdAt,context,consensus_target,consensus_sentiment,target_type,target_token,starting_price,ending_price,pct_change,time_elapsed,error_type
1878686579197460743,2025-01-13 06:12:39+00:00,"@frankdegods: “hearing the nubcat telegram mod’s cousin’s nephew is the CTO lead, send it to $500k with haste!”",$NUB,bullish,token,sillynubcat,0.0132850072986047,0.00883922,-33.4646959439131,21,
1878685528918478955,2025-01-13 06:08:29+00:00,"@frankdegods: “hearing the team is paying for finder trending, this is definitely going to $300k” @frankdegods: kill me",$HYPE,bullish,token,hyperliquid,21.16384214221906,24.7,16.708487211434885,21,
1878685434366349387,2025-01-13 06:08:06+00:00,"@frankdegods: “hearing the team is paying for finder trending, this is definitely going to $300k”",$HYPE,bullish,token,hyperliquid,21.16384214221906,24.7,16.708487211434885,21,
1878681604274667820,2025-01-13 05:52:53+00:00,@blknoiz06: the ai trade is OVER all of your vaporware coins are going to ZERO @frankdegods: https://t.co/yIuTAZgXpo,AI,bearish,token,ai-network,0.0086222514303751,0.00753568,-12.60194554924854,21,
1878552423049908656,2025-01-12 21:19:34+00:00,"@tantraxyz: imo AI*crypto is not just current meta but it’s the last significant meta in the history of capitalism let me explain - we are at a point now where AGI is going to take over most of the white collar economic labor as we head towards the future which means most of the new age consumer startups are going to be AI startups now these new valuable startup assets can either be meatspace national equity or global permissionless token imo tokens will clearly win over equity even for non-crypto AI applications as you get global market access with massive mindshare due to users turning into investors and then turning into a hive of marketers boosting further product distribution for as long as capitalism will be relevant in future, AI*crypto will be the final significant meta valuable future assets leveraging AI, available as token on blockchains it’s a marathon, and it’s still day 0, and if you’re reading this right now, you are at the cutting edge @frankdegods: solana has non-zero chance of being birthplace of AGI",$SOL,bullish,token,solana,188.0632507646954,214.35,13.977610792336328,21,
1876937214585721168,2025-01-08 10:21:18+00:00,@frankdegods: AGI might start in a lab but it will end up on Solana,AI,bullish,token,ai-network,0.0081006756520238,0.00753568,-6.974673179054023,26,
1876924942270287936,2025-01-08 09:32:32+00:00,@frankdegods: too many agents too many frameworks only best will survive but the ones that survive will be parabolic type returns,AI,bullish,token,ai-network,0.0081006756520238,0.00753568,-6.974673179054023,26,
1876615402622693781,2025-01-07 13:02:32+00:00,@frankdegods: The biggest AI coins will just keep getting bigger because they’re going to be the new alt coins @pumpdotfun: AI supercycle @frankdegods: bink!,AI,bullish,token,ai-network,0.0080725449474122,0.00753568,-6.650504282225267,26,
1876611122713006381,2025-01-07 12:45:32+00:00,@frankdegods: The biggest AI coins will just keep getting bigger because they’re going to be the new alt coins,AI,bullish,token,ai-network,0.0080725449474122,0.00753568,-6.650504282225267,26,
1876104721133650186,2025-01-06 03:13:16+00:00,@frankdegods: AGI will be the biggest global narrative in 2025,AI,bullish,token,ai-network,0.0079252078507707,0.00753568,-4.915049019602049,28,
1875642504739254284,2025-01-04 20:36:35+00:00,@frankdegods: SOL to $4800 @EasyEatsBodega: Wut about the unlocks @frankdegods: Bullish. I understand it now.,$SOL,bullish,token,solana,217.647289485303,214.49,-1.450644982884652,29,
1875641651844260228,2025-01-04 20:33:12+00:00,@frankdegods: SOL to $4800,$SOL,bullish,token,solana,217.647289485303,214.49,-1.450644982884652,29,
1875519980730753447,2025-01-04 12:29:43+00:00,"@theunipcs: $SOL to $1,000 is one of those targets that sound ridiculously unbelievable until it happens then it makes sense in hindsight it's ironic that many expect $ETH to hit $10,000 but struggle to comprehend how SOL could hit $1,000 ETH at $10,000 will be $1.25 trillion market cap while SOL at $1,000 puts it just under $500 billion market cap pretty much every major crypto trend that requires a lot of on-chain activity this cycle has happened on Solana initially it was memecoins and everyone downplayed that by saying 'memecoins are vapor and real builders are on other chains' and now it is AI agents AI and memecoins are the two biggest trends of this cycle by far and Solana has so far had the lion's share of mindshare for both when it comes to sheer number of projects launching and on-chain activity like it or not, Solana has won this cycle as far as escape velocity and traction is concerned and the more popular Solana gets the more likely it is that the overwhelming majority of new trends will play out on the chain those who struggle to understand how $1,000 per SOL is even conceivable are underestimating how wild things can get during a bull run last cycle ETH started with a sub $15 billion valuation and hit a peak valuation of $571 billion it also happened under a different climate: less regulatory clarity, no political support/recognition, and without the level of institutional engagement crypto has this cycle SOL literally has everything in its favor now people can cope however they want: 'but the inflation was crazy' so was the ETH inflation last cycle and that didn't stop it from hitting $571b market cap 'but supply overhang from unlocks' many keep pushing this narrative as if it is the end of SOL when in reality every major cryptocurrency has been plagued with supply overhangs at some point e.g. BTC had Mt. Gox, Grayscale, and US + German govt supply overhangs this cycle and that hasn't stopped it from making new ATHs odds are that the unlocks stuff is already priced in IMO the key determinant as to whether SOL hits $1,000 this cycle will be traction it has relative to every other blockchain and it seems to have that in the bag @frankdegods: new cycle entrants might never use ETH",$SOL,bullish,token,solana,217.647289485303,214.49,-1.450644982884652,29,
1875103239907209723,2025-01-03 08:53:44+00:00,@frankdegods: My copytraders sent AI coins to $15B,$AI,bullish,token,ai-network,0.0081440956389299,0.00753568,-7.470634750673325,31,
1875023140088406114,2025-01-03 03:35:27+00:00,"@frankdegods: If it doesn’t go to zero, it’s going to go to millions.",No target found,No target found,unknown,no target found,,,,31,unknown_target
1875018576480104793,2025-01-03 03:17:19+00:00,@frankdegods: Missed Nvidia? Buy AI coins,AI,bullish,token,ai-network,0.0081440956389299,0.00753568,-7.470634750673325,31,
1875017446404550760,2025-01-03 03:12:50+00:00,@frankdegods: AI coins top when AI tops @frankdegods: -pastagotsauce,AI,bearish,token,ai-network,0.0081440956389299,0.00753568,-7.470634750673325,31,
1875016498110177476,2025-01-03 03:09:03+00:00,@frankdegods: AI coins top when AI tops,$AI,bearish,token,ai-network,0.0081440956389299,0.00753568,-7.470634750673325,31,
1875016288290193916,2025-01-03 03:08:13+00:00,@frankdegods: By Q2-Q3 indie game developers will launch through pump fun @spacepixel: solid meta to look out for @frankdegods: Banks put me on,GameFi,bullish,token,gamefi,3.6248290817704425,2.05,-43.44560933066845,31,
1875010670103777525,2025-01-03 02:45:54+00:00,@frankdegods: By Q2-Q3 indie game developers will launch through pump fun,GameFi,bullish,token,gamefi,3.6248290817704425,2.05,-43.44560933066845,31,
1875009299350798819,2025-01-03 02:40:27+00:00,@frankdegods: The crypto GTA will likely launch organically on pump fun,GameFi,bullish,token,gamefi,3.6248290817704425,2.05,-43.44560933066845,31,
1874955717356191812,2025-01-02 23:07:32+00:00,"@frankdegods: In 1-2 months, Raoul will be writing investment reports on the best AI coins.",AI,bullish,token,ai-network,0.0077862691757104,0.00753568,-3.218347196269752,31,
1874884873011470409,2025-01-02 18:26:02+00:00,@frankdegods: ai coins so hot these coins pumping even after devs fsh it bros be talking bout CTOing githubs 😭😂,AI,bullish,token,ai-network,0.0077862691757104,0.00753587,-3.2159070032105075,31,
1874776888356589649,2025-01-02 11:16:56+00:00,@frankdegods: can binance perps please be bullish in 2025,Binance Perps,bullish,unknown,binance perps,,,,31,unknown_target
1874686985090326702,2025-01-02 05:19:41+00:00,"@frankdegods: SOL 25 going to be like ETH 21 Renaissance of new ideas, builders and biblical runs.",$SOL,bullish,token,solana,193.64679144177083,214.49,10.763518673892763,32,
1874685659820273830,2025-01-02 05:14:25+00:00,"@frankdegods: i remember the 2021-2022 bull market was electric almost every single day, people making & losing tons of money and full of laughter. the macro price wasn’t always going up - but the vibes were steadily increasing. for the first time it’s starting to feel like this. could be more macro turbulence ahead, but i think it’s just getting started. @frankdegods: 🎯",No target found,No target found,unknown,no target found,,,,32,unknown_target
1874685544355320187,2025-01-02 05:13:58+00:00,@frankdegods: IT IS ETH 2021 SEASON AND IT IS HAPPENING ON SOLANA RIGHT NOW ACT ACCORDINGLY AND LOCK IN @frankdegods: 🎯,$ETH,bullish,token,ethereum,3348.967247123586,2755.46,-17.72209768946969,32,
1874684878228541533,2025-01-02 05:11:19+00:00,"@frankdegods: SOL 24 reminds me of ETH 20 SOL 25 going to be like ETH 21 Renaissance of new ideas, builders and biblical runs. @frankdegods: 🎯",$SOL,bullish,token,solana,193.64679144177083,214.49,10.763518673892763,32,
1874684743046013164,2025-01-02 05:10:47+00:00,@frankdegods: in 2021 it was all about the ETH whales in 2025 it will be all about the SOL whales @frankdegods: ⌛️,$SOL,bullish,token,solana,193.64679144177083,214.49,10.763518673892763,32,
1874639325381750801,2025-01-02 02:10:18+00:00,"@frankdegods: The reason onchain crypto stagnates & accelerates is strictly because of 1 variable. It's not the macro market. It's talent. Talented people building cool shit that people want to speculate on. That's it. So, back in October, I start to notice that these regular AI devs were getting really fucking rich overnight. That's actually what made it click. It wasn't the tech, it wasn't the typos, it wasn't even the AI itself. An open source developer making millions in a week does not go unnoticed. They have friends. Their friends start to notice. Now they want to launch something too. The cycle continues & accelerates. Soon, everyone working in AI & Silicon Valley will have a friend that made a Pump Fun and now has millions. It'll get obnoxious. People working in Web2 will start to feel retarded for not being in crypto. They're going to join the space. Some will be grifters, but some will be the perfect combination of talent & integrity. They're going to build incredible things that disrupt the current winners. This isn't about macro markets, it's about talented people getting to bootstrap their ambitious ideas in the open, uncensored internet capital markets. Fuck the macro. That's the bet. You might be late to the first wave of AI, but you're early to the internet capital markets. @anushkmittal: bold of you to assume AI devs have friends @frankdegods: Make a million dollars &amp; you start to notice you apparently have a lot of old friends.",AI,bullish,token,ai-network,0.0077862691757104,0.00753587,-3.2159070032105075,32,
1874619758680883211,2025-01-02 00:52:33+00:00,"@frankdegods: The reason onchain crypto stagnates & accelerates is strictly because of 1 variable. It's not the macro market. It's talent. Talented people building cool shit that people want to speculate on. That's it. So, back in October, I start to notice that these regular AI devs were getting really fucking rich overnight. That's actually what made it click. It wasn't the tech, it wasn't the typos, it wasn't even the AI itself. An open source developer making millions in a week does not go unnoticed. They have friends. Their friends start to notice. Now they want to launch something too. The cycle continues & accelerates. Soon, everyone working in AI & Silicon Valley will have a friend that made a Pump Fun and now has millions. It'll get obnoxious. People working in Web2 will start to feel retarded for not being in crypto. They're going to join the space. Some will be grifters, but some will be the perfect combination of talent & integrity. They're going to build incredible things that disrupt the current winners. This isn't about macro markets, it's about talented people getting to bootstrap their ambitious ideas in the open, uncensored internet capital markets. Fuck the macro. That's the bet. You might be late to the first wave of AI, but you're early to the internet capital markets. @nichxbt: This isn't about macro markets, it's about talented people getting to bootstrap their ambitious ideas in the open, uncensored internet capital markets. Fuck the macro. That's the bet. You might be late to the first wave of AI, but you're early to the internet capital markets. @frankdegods: Internet capital markets, book it.",AI,bullish,token,ai-network,0.0077862691757104,0.00753587,-3.2159070032105075,32,
1874619656029516199,2025-01-02 00:52:09+00:00,"@frankdegods: The reason onchain crypto stagnates & accelerates is strictly because of 1 variable. It's not the macro market. It's talent. Talented people building cool shit that people want to speculate on. That's it. So, back in October, I start to notice that these regular AI devs were getting really fucking rich overnight. That's actually what made it click. It wasn't the tech, it wasn't the typos, it wasn't even the AI itself. An open source developer making millions in a week does not go unnoticed. They have friends. Their friends start to notice. Now they want to launch something too. The cycle continues & accelerates. Soon, everyone working in AI & Silicon Valley will have a friend that made a Pump Fun and now has millions. It'll get obnoxious. People working in Web2 will start to feel retarded for not being in crypto. They're going to join the space. Some will be grifters, but some will be the perfect combination of talent & integrity. They're going to build incredible things that disrupt the current winners. This isn't about macro markets, it's about talented people getting to bootstrap their ambitious ideas in the open, uncensored internet capital markets. Fuck the macro. That's the bet. You might be late to the first wave of AI, but you're early to the internet capital markets. @ayobnel: you made this based off Winfo? @frankdegods: No, I made this thesis observing Andy Ayrey.",AI,bullish,token,ai-network,0.0077862691757104,0.00753587,-3.2159070032105075,32,
1874618896571056580,2025-01-02 00:49:08+00:00,"@frankdegods: The reason onchain crypto stagnates & accelerates is strictly because of 1 variable. It's not the macro market. It's talent. Talented people building cool shit that people want to speculate on. That's it. So, back in October, I start to notice that these regular AI devs were getting really fucking rich overnight. That's actually what made it click. It wasn't the tech, it wasn't the typos, it wasn't even the AI itself. An open source developer making millions in a week does not go unnoticed. They have friends. Their friends start to notice. Now they want to launch something too. The cycle continues & accelerates. Soon, everyone working in AI & Silicon Valley will have a friend that made a Pump Fun and now has millions. It'll get obnoxious. People working in Web2 will start to feel retarded for not being in crypto. They're going to join the space. Some will be grifters, but some will be the perfect combination of talent & integrity. They're going to build incredible things that disrupt the current winners. This isn't about macro markets, it's about talented people getting to bootstrap their ambitious ideas in the open, uncensored internet capital markets. Fuck the macro. That's the bet. You might be late to the first wave of AI, but you're early to the internet capital markets. @frankdegods: This is specifically what gave me max conviction on AI x Crypto right when it first started. https://t.co/K0oORNysU6",AI,bullish,token,ai-network,0.0077862691757104,0.00753587,-3.2159070032105075,32,
1874600834878853549,2025-01-01 23:37:22+00:00,"@frankdegods: every single coin now https://t.co/HJ72DDByKA @frankdegods: (very bullish for my ai memecoin infrastructure bags) @frankdegods: no glaze, but 🎯",$HYPE,bullish,token,hyperliquid,24.12474358313879,24.7,2.3845079011047607,32,
1874562463477449119,2025-01-01 21:04:53+00:00,"@frankdegods: The higher the big AI coins go, the higher the small AI coins can go.",AI,bullish,token,ai-network,0.0078141209989898,0.00753587,-3.5608739489167984,32,
1874543605546877255,2025-01-01 19:49:57+00:00,@notthreadguy: ai agent mc is ~$15b with ZERO t1 exchange listings this is gonna get really really stupid really really fast @frankdegods: 15b? fuck it make it 1500b,AI,bullish,token,ai-network,0.0078141209989898,0.00753587,-3.5608739489167984,32,
1874333253550956807,2025-01-01 05:54:05+00:00,@frankdegods: Market hasn’t priced in every dev who’s secret new year’s resolution is to send the absolute fuck out of your bags,$NONE,bullish,token,astroelon,,,,33,price_lookup
1874251356879622482,2025-01-01 00:28:40+00:00,@frankdegods: Solana will be the birthplace of AGI,$SOL,bullish,token,solana,189.45168366761857,214.49,13.216201538915664,33,
1873685987731329368,2024-12-30 11:02:05+00:00,@frankdegods: How was 2024 for you? @redwithbag: INSPIRATIONAL! @frankdegods: RED going mainstream 2025,$RED,bullish,token,creditcoin-2,1.1204932919555797,0.842118,-24.843994511536568,35,
1873209669071847826,2024-12-29 03:29:22+00:00,@404flipped: ok fine idc 2k to 120k https://t.co/GTjNgeOV76 @frankdegods: eq generational run,$EQ,bullish,token,request-network,0.1332484685421528,0.090715,-31.92041830386776,36,
1873196522600636451,2024-12-29 02:37:07+00:00,"@frankdegods: clouted web 2 engineers are going to quit their high profile jobs and drop a coin @frankdegods: fuck it, existing venture backed startups will too the domino effect of all of these developers getting lots of money is going to continue to accelerate",$HYPE,bullish,token,hyperliquid,29.152346646591603,24.7,-15.272686966049637,36,
1873196306979799548,2024-12-29 02:36:16+00:00,@frankdegods: clouted web 2 engineers are going to quit their high profile jobs and drop a coin,$HYPE,bullish,token,hyperliquid,29.152346646591603,24.7,-15.272686966049637,36,
1872078966976323834,2024-12-26 00:36:21+00:00,@frankdegods: Using tokens to accelerate open source technology is probably going to be the last tidal wave of wealth transfer in the history of humanity @tomismeta: Auto-deploy token for every git repo. @frankdegods: One trillion dollars,$GITHUB,bullish,unknown,github,,,,36,unknown_target
1872061839271743586,2024-12-25 23:28:18+00:00,@frankdegods: Using tokens to accelerate open source technology is probably going to be the last tidal wave of wealth transfer in the history of humanity,$HYPE,bullish,token,hyperliquid,29.823925491530062,24.7,-17.180587085979838,39,
1872060500860870907,2024-12-25 23:22:59+00:00,@frankdegods: Nonzero chance that Web3 AI simply just becomes bigger than the current AI,AI,bullish,token,ai-network,0.0080743113086964,0.00753587,-6.668572564405535,39,
1872059454847697201,2024-12-25 23:18:49+00:00,"@frankdegods: I think it's time I finally enter the BASE AI trenches Where do I start? @frankdegods: I don't know what it is I just felt it in my gut that it's going to start to get nuclear on BASE. Don't get me wrong... Solana AI is still the absolute flagship. It's the major leagues. But, it's getting to critical mass status soon for BASE AI. @VincentOnChain: Why? @frankdegods: AIXBT as a clear winner generally in the AI Agent space",AI,bullish,token,ai-network,0.0080743113086964,0.00753587,-6.668572564405535,39,
1872056705150026103,2024-12-25 23:07:54+00:00,"@frankdegods: I think it's time I finally enter the BASE AI trenches Where do I start? @frankdegods: I don't know what it is I just felt it in my gut that it's going to start to get nuclear on BASE. Don't get me wrong... Solana AI is still the absolute flagship. It's the major leagues. But, it's getting to critical mass status soon for BASE AI.",AI,bullish,token,ai-network,0.0080743113086964,0.00753587,-6.668572564405535,39,
1871286947219747015,2024-12-23 20:09:09+00:00,"@rasmr_eth: Building a position in HYPE it's NOT a risk free trade to $200 imo. here are some pros and cons: Pros - tokenomics. only 30% is circulating, and 30% goes to the team. the team have generational wealth and dont need to sell - narrative. hyperliquid L1 is being built which means it can be speculated on and hyped up - market is looking for a ""Solana"" of this cycle. last cycle, Solana came from nowhere as a rising L1 and went to $260. Crypto desperately needs a promising new L1 to compete w Sol - User interface. Hyperliquid is optimized for what we really want to do in crypto - trade. No jupiter, phantom wallet, trading bots. It's all on hyperliquid's front end or you can make trades on telegram with pvp(dot)trade - talent. hyperliquid's builders are extremely talented evidenced by if you spend 1 hour researching the projects on there. their pump fun competitor for example, hypurrfun, is not a pumpfun copypasta. it has fresh features, fresh ideas, new take - attention. i spoke to my friend bry who's project infinigods bought ticker GOD on hyperliquid for $1m usd. the case for them is clear. gamefi projects like infinigods can't practically get listed on binance or t1 anymore. there's too much hassle with it. so instead, they buy a fire ticker on hyperliquid, and attract that level of attention and capital with a splash of a ticker purchase. infinigods would have been just another project on solana. now, they will be the premier gamefi project on there and attract tons of liquidity from the HL dex (that's a lot of pros but here are some cons to the trade) Cons - the future L1 might be overvalued right now. it's really just one big app-chain rn so a $100bn fdv would be high - users are high net worth, techy, and nerdy. narrative is not as ripe for giga rip as Solana imo, which “appeals to retail” - future unlocks of around 40% of the supply can dilute the token. this will take many years tho - another ""next hyperliquid"" coming out to steal the narrative which imo is unlikely @frankdegods: hyperliquid",$HYPE,bullish,token,hyperliquid,28.218793897378536,24.7,-12.469682120983295,41,
1870908823067906205,2024-12-22 19:06:37+00:00,[This post is unavailable] @frankdegods: @0xuberM racism &amp; cute animals are bear market barbell tech &amp; ponzis are bull market barbell,No target found,No target found,unknown,no target found,,,,41,unknown_target
